item_id,annotator_id,label,category,timestamp
A99,r1,0,sports,2025-08-25T13:01:03
A99,r2,0,sports,2025-08-25T13:01:19
A99,r3,1,sports,2025-08-25T13:01:33
A99,r4,1,sports,2025-08-25T13:01:45
A99,r5,1,sports,2025-08-25T13:02:18
A99,r6,1,sports,2025-08-25T13:02:50
A100,r1,1,health,2025-08-25T13:03:11
A100,r2,0,health,2025-08-25T13:03:29
A100,r3,1,health,2025-08-25T13:03:36
A100,r4,1,health,2025-08-25T13:04:03
A100,r5,0,health,2025-08-25T13:04:30
A100,r6,1,health,2025-08-25T13:04:54
A101,r1,0,health,2025-08-25T13:05:10
A101,r2,0,health,2025-08-25T13:05:47
A101,r3,0,health,2025-08-25T13:06:19
A101,r4,1,health,2025-08-25T13:07:03
A101,r5,1,health,2025-08-25T13:07:39
A101,r6,0,health,2025-08-25T13:07:51
A102,r1,0,finance,2025-08-25T13:08:06
A102,r2,1,finance,2025-08-25T13:08:12
A102,r3,0,finance,2025-08-25T13:08:31
A102,r4,1,finance,2025-08-25T13:08:47
A102,r5,1,finance,2025-08-25T13:09:05
A102,r6,0,finance,2025-08-25T13:09:23
A103,r1,1,sports,2025-08-25T13:09:51
A103,r2,0,sports,2025-08-25T13:10:35
A103,r3,1,sports,2025-08-25T13:10:41
A103,r4,0,sports,2025-08-25T13:11:16
A103,r5,0,sports,2025-08-25T13:11:25
A103,r6,0,sports,2025-08-25T13:12:00
A104,r1,0,health,2025-08-25T13:12:42
A104,r2,0,health,2025-08-25T13:13:26
A104,r3,0,health,2025-08-25T13:13:57
A104,r4,0,health,2025-08-25T13:14:32
A104,r5,1,health,2025-08-25T13:15:07
A104,r6,1,health,2025-08-25T13:15:23
A105,r1,1,health,2025-08-25T13:16:06
A105,r2,1,health,2025-08-25T13:16:26
A105,r3,1,health,2025-08-25T13:17:07
A105,r4,1,health,2025-08-25T13:17:29
A105,r5,1,health,2025-08-25T13:17:48
A105,r6,1,health,2025-08-25T13:18:13
A106,r1,1,health,2025-08-25T13:18:37
A106,r2,1,health,2025-08-25T13:19:14
A106,r3,0,health,2025-08-25T13:19:42
A106,r4,1,health,2025-08-25T13:20:20
A106,r5,1,health,2025-08-25T13:20:37
A106,r6,1,health,2025-08-25T13:21:05
A107,r1,1,finance,2025-08-25T13:21:25
A107,r2,1,finance,2025-08-25T13:21:58
A107,r3,0,finance,2025-08-25T13:22:23
A107,r4,1,finance,2025-08-25T13:22:48
A107,r5,1,finance,2025-08-25T13:23:03
A107,r6,1,finance,2025-08-25T13:23:43
A108,r1,1,sports,2025-08-25T13:24:07
A108,r2,1,sports,2025-08-25T13:24:29
A108,r3,0,sports,2025-08-25T13:24:46
A108,r4,1,sports,2025-08-25T13:25:25
A108,r5,0,sports,2025-08-25T13:25:53
A108,r6,0,sports,2025-08-25T13:26:35
A109,r1,1,sports,2025-08-25T13:27:09
A109,r2,1,sports,2025-08-25T13:27:30
A109,r3,1,sports,2025-08-25T13:27:59
A109,r4,1,sports,2025-08-25T13:28:06
A109,r5,1,sports,2025-08-25T13:28:28
A109,r6,0,sports,2025-08-25T13:28:36
A110,r1,0,health,2025-08-25T13:29:15
A110,r2,1,health,2025-08-25T13:29:32
A110,r3,1,health,2025-08-25T13:29:55
A110,r4,1,health,2025-08-25T13:30:14
A110,r5,1,health,2025-08-25T13:30:31
A110,r6,1,health,2025-08-25T13:31:01
A111,r1,0,finance,2025-08-25T13:31:06
A111,r2,0,finance,2025-08-25T13:31:26
A111,r3,0,finance,2025-08-25T13:32:07
A111,r4,1,finance,2025-08-25T13:32:43
A111,r5,0,finance,2025-08-25T13:33:20
A111,r6,1,finance,2025-08-25T13:33:43
A112,r1,1,sports,2025-08-25T13:33:49
A112,r2,1,sports,2025-08-25T13:34:14
A112,r3,0,sports,2025-08-25T13:34:36
A112,r4,0,sports,2025-08-25T13:35:11
A112,r5,1,sports,2025-08-25T13:35:44
A112,r6,0,sports,2025-08-25T13:35:57
A113,r1,1,sports,2025-08-25T13:36:37
A113,r2,1,sports,2025-08-25T13:36:55
A113,r3,1,sports,2025-08-25T13:37:28
A113,r4,1,sports,2025-08-25T13:38:03
A113,r5,0,sports,2025-08-25T13:38:31
A113,r6,1,sports,2025-08-25T13:39:00
A114,r1,1,finance,2025-08-25T13:39:29
A114,r2,1,finance,2025-08-25T13:39:35
A114,r3,0,finance,2025-08-25T13:39:48
A114,r4,0,finance,2025-08-25T13:40:11
A114,r5,1,finance,2025-08-25T13:40:38
A114,r6,0,finance,2025-08-25T13:41:00
A115,r1,0,sports,2025-08-25T13:41:20
A115,r2,1,sports,2025-08-25T13:41:40
A115,r3,1,sports,2025-08-25T13:41:49
A115,r4,1,sports,2025-08-25T13:42:24
A115,r5,0,sports,2025-08-25T13:42:30
A115,r6,1,sports,2025-08-25T13:42:51
A116,r1,0,health,2025-08-25T13:43:00
A116,r2,1,health,2025-08-25T13:43:12
A116,r3,0,health,2025-08-25T13:43:29
A116,r4,1,health,2025-08-25T13:44:07
A116,r5,0,health,2025-08-25T13:44:45
A116,r6,1,health,2025-08-25T13:45:04
A117,r1,1,health,2025-08-25T13:45:29
A117,r2,1,health,2025-08-25T13:46:03
A117,r3,1,health,2025-08-25T13:46:36
A117,r4,1,health,2025-08-25T13:47:14
A117,r5,1,health,2025-08-25T13:47:48
A117,r6,1,health,2025-08-25T13:48:02
A118,r1,0,health,2025-08-25T13:48:08
A118,r2,0,health,2025-08-25T13:48:33
A118,r3,0,health,2025-08-25T13:48:49
A118,r4,0,health,2025-08-25T13:49:13
A118,r5,0,health,2025-08-25T13:49:51
A118,r6,1,health,2025-08-25T13:50:12
A119,r1,0,finance,2025-08-25T13:50:44
A119,r2,1,finance,2025-08-25T13:51:01
A119,r3,0,finance,2025-08-25T13:51:14
A119,r4,1,finance,2025-08-25T13:51:43
A119,r5,0,finance,2025-08-25T13:52:05
A119,r6,1,finance,2025-08-25T13:52:16
A120,r1,0,finance,2025-08-25T13:52:31
A120,r2,0,finance,2025-08-25T13:52:37
A120,r3,0,finance,2025-08-25T13:53:15
A120,r4,1,finance,2025-08-25T13:53:34
A120,r5,0,finance,2025-08-25T13:53:54
A120,r6,1,finance,2025-08-25T13:54:06
A121,r1,0,finance,2025-08-25T13:54:38
A121,r2,0,finance,2025-08-25T13:55:13
A121,r3,0,finance,2025-08-25T13:55:47
A121,r4,1,finance,2025-08-25T13:56:03
A121,r5,0,finance,2025-08-25T13:56:27
A121,r6,0,finance,2025-08-25T13:56:48
A122,r1,1,finance,2025-08-25T13:57:32
A122,r2,1,finance,2025-08-25T13:57:58
A122,r3,0,finance,2025-08-25T13:58:33
A122,r4,1,finance,2025-08-25T13:59:08
A122,r5,1,finance,2025-08-25T13:59:15
A122,r6,0,finance,2025-08-25T13:59:47
A123,r1,0,sports,2025-08-25T14:00:27
A123,r2,1,sports,2025-08-25T14:00:55
A123,r3,0,sports,2025-08-25T14:01:07
A123,r4,1,sports,2025-08-25T14:01:38
A123,r5,0,sports,2025-08-25T14:01:43
A123,r6,1,sports,2025-08-25T14:01:56
A124,r1,0,finance,2025-08-25T14:02:20
A124,r2,0,finance,2025-08-25T14:02:41
A124,r3,0,finance,2025-08-25T14:02:53
A124,r4,0,finance,2025-08-25T14:03:23
A124,r5,0,finance,2025-08-25T14:03:59
A124,r6,1,finance,2025-08-25T14:04:08
A125,r1,0,sports,2025-08-25T14:04:26
A125,r2,1,sports,2025-08-25T14:04:34
A125,r3,0,sports,2025-08-25T14:04:54
A125,r4,1,sports,2025-08-25T14:05:22
A125,r5,1,sports,2025-08-25T14:05:28
A125,r6,1,sports,2025-08-25T14:06:01
A126,r1,1,finance,2025-08-25T14:06:21
A126,r2,1,finance,2025-08-25T14:06:33
A126,r3,0,finance,2025-08-25T14:07:15
A126,r4,1,finance,2025-08-25T14:07:24
A126,r5,1,finance,2025-08-25T14:08:01
A126,r6,1,finance,2025-08-25T14:08:38
A127,r1,0,sports,2025-08-25T14:08:50
A127,r2,0,sports,2025-08-25T14:08:57
A127,r3,1,sports,2025-08-25T14:09:27
A127,r4,0,sports,2025-08-25T14:09:40
A127,r5,1,sports,2025-08-25T14:10:15
A127,r6,0,sports,2025-08-25T14:10:58
A128,r1,1,sports,2025-08-25T14:11:29
A128,r2,1,sports,2025-08-25T14:12:11
A128,r3,1,sports,2025-08-25T14:12:50
A128,r4,1,sports,2025-08-25T14:12:59
A128,r5,1,sports,2025-08-25T14:13:04
A128,r6,1,sports,2025-08-25T14:13:18
A129,r1,1,sports,2025-08-25T14:13:55
A129,r2,1,sports,2025-08-25T14:14:14
A129,r3,1,sports,2025-08-25T14:14:20
A129,r4,0,sports,2025-08-25T14:15:01
A129,r5,1,sports,2025-08-25T14:15:26
A129,r6,1,sports,2025-08-25T14:15:58
A130,r1,0,finance,2025-08-25T14:16:08
A130,r2,1,finance,2025-08-25T14:16:28
A130,r3,0,finance,2025-08-25T14:16:53
A130,r4,1,finance,2025-08-25T14:17:11
A130,r5,1,finance,2025-08-25T14:17:33
A130,r6,1,finance,2025-08-25T14:17:44
A131,r1,1,sports,2025-08-25T14:17:53
A131,r2,0,sports,2025-08-25T14:18:23
A131,r3,1,sports,2025-08-25T14:18:37
A131,r4,1,sports,2025-08-25T14:18:52
A131,r5,1,sports,2025-08-25T14:19:01
A131,r6,1,sports,2025-08-25T14:19:35
A132,r1,1,health,2025-08-25T14:20:09
A132,r2,0,health,2025-08-25T14:20:17
A132,r3,1,health,2025-08-25T14:20:47
A132,r4,0,health,2025-08-25T14:21:22
A132,r5,1,health,2025-08-25T14:21:59
A132,r6,1,health,2025-08-25T14:22:38
A133,r1,1,finance,2025-08-25T14:22:57
A133,r2,0,finance,2025-08-25T14:23:05
A133,r3,0,finance,2025-08-25T14:23:18
A133,r4,0,finance,2025-08-25T14:23:29
A133,r5,0,finance,2025-08-25T14:24:05
A133,r6,1,finance,2025-08-25T14:24:36
A134,r1,0,sports,2025-08-25T14:24:55
A134,r2,0,sports,2025-08-25T14:25:16
A134,r3,1,sports,2025-08-25T14:25:41
A134,r4,0,sports,2025-08-25T14:26:04
A134,r5,1,sports,2025-08-25T14:26:41
A134,r6,1,sports,2025-08-25T14:26:55
A135,r1,0,finance,2025-08-25T14:27:21
A135,r2,0,finance,2025-08-25T14:27:45
A135,r3,0,finance,2025-08-25T14:28:05
A135,r4,0,finance,2025-08-25T14:28:44
A135,r5,0,finance,2025-08-25T14:29:03
A135,r6,0,finance,2025-08-25T14:29:17
A136,r1,1,sports,2025-08-25T14:29:35
A136,r2,1,sports,2025-08-25T14:29:53
A136,r3,1,sports,2025-08-25T14:30:31
A136,r4,1,sports,2025-08-25T14:31:11
A136,r5,1,sports,2025-08-25T14:31:40
A136,r6,0,sports,2025-08-25T14:31:53
A137,r1,0,health,2025-08-25T14:32:37
A137,r2,0,health,2025-08-25T14:33:04
A137,r3,0,health,2025-08-25T14:33:45
A137,r4,0,health,2025-08-25T14:34:21
A137,r5,0,health,2025-08-25T14:34:35
A137,r6,0,health,2025-08-25T14:35:12
A138,r1,0,finance,2025-08-25T14:35:33
A138,r2,1,finance,2025-08-25T14:36:00
A138,r3,0,finance,2025-08-25T14:36:41
A138,r4,1,finance,2025-08-25T14:37:01
A138,r5,0,finance,2025-08-25T14:37:30
A138,r6,0,finance,2025-08-25T14:37:37
A139,r1,0,health,2025-08-25T14:37:53
A139,r2,1,health,2025-08-25T14:38:13
A139,r3,0,health,2025-08-25T14:38:49
A139,r4,0,health,2025-08-25T14:39:26
A139,r5,0,health,2025-08-25T14:39:41
A139,r6,1,health,2025-08-25T14:39:52
A140,r1,0,sports,2025-08-25T14:40:26
A140,r2,1,sports,2025-08-25T14:40:57
A140,r3,0,sports,2025-08-25T14:41:04
A140,r4,0,sports,2025-08-25T14:41:44
A140,r5,1,sports,2025-08-25T14:42:10
A140,r6,1,sports,2025-08-25T14:42:16
A141,r1,0,finance,2025-08-25T14:42:21
A141,r2,0,finance,2025-08-25T14:42:41
A141,r3,0,finance,2025-08-25T14:42:58
A141,r4,1,finance,2025-08-25T14:43:12
A141,r5,0,finance,2025-08-25T14:43:29
A141,r6,1,finance,2025-08-25T14:43:43
A142,r1,1,finance,2025-08-25T14:44:09
A142,r2,1,finance,2025-08-25T14:44:53
A142,r3,0,finance,2025-08-25T14:45:08
A142,r4,1,finance,2025-08-25T14:45:27
A142,r5,0,finance,2025-08-25T14:45:44
A142,r6,1,finance,2025-08-25T14:45:54
A143,r1,1,health,2025-08-25T14:46:06
A143,r2,1,health,2025-08-25T14:46:33
A143,r3,0,health,2025-08-25T14:46:40
A143,r4,0,health,2025-08-25T14:47:06
A143,r5,1,health,2025-08-25T14:47:32
A143,r6,0,health,2025-08-25T14:47:43
A144,r1,0,finance,2025-08-25T14:48:18
A144,r2,0,finance,2025-08-25T14:48:30
A144,r3,0,finance,2025-08-25T14:48:56
A144,r4,1,finance,2025-08-25T14:49:34
A144,r5,0,finance,2025-08-25T14:49:59
A144,r6,0,finance,2025-08-25T14:50:31
A145,r1,0,finance,2025-08-25T14:51:00
A145,r2,1,finance,2025-08-25T14:51:09
A145,r3,0,finance,2025-08-25T14:51:17
A145,r4,0,finance,2025-08-25T14:51:49
A145,r5,1,finance,2025-08-25T14:52:02
A145,r6,1,finance,2025-08-25T14:52:42
A146,r1,1,sports,2025-08-25T14:53:09
A146,r2,1,sports,2025-08-25T14:53:34
A146,r3,1,sports,2025-08-25T14:53:42
A146,r4,1,sports,2025-08-25T14:54:12
A146,r5,1,sports,2025-08-25T14:54:45
A146,r6,0,sports,2025-08-25T14:55:11
A147,r1,0,sports,2025-08-25T14:55:34
A147,r2,0,sports,2025-08-25T14:56:08
A147,r3,0,sports,2025-08-25T14:56:47
A147,r4,1,sports,2025-08-25T14:57:06
A147,r5,0,sports,2025-08-25T14:57:35
A147,r6,1,sports,2025-08-25T14:57:42
A148,r1,1,finance,2025-08-25T14:58:09
A148,r2,1,finance,2025-08-25T14:58:43
A148,r3,1,finance,2025-08-25T14:58:56
A148,r4,1,finance,2025-08-25T14:59:28
A148,r5,0,finance,2025-08-25T15:00:03
A148,r6,1,finance,2025-08-25T15:00:31
A149,r1,1,finance,2025-08-25T15:01:00
A149,r2,0,finance,2025-08-25T15:01:07
A149,r3,0,finance,2025-08-25T15:01:21
A149,r4,0,finance,2025-08-25T15:01:34
A149,r5,1,finance,2025-08-25T15:02:00
A149,r6,0,finance,2025-08-25T15:02:23
A150,r1,1,sports,2025-08-25T15:02:47
A150,r2,1,sports,2025-08-25T15:03:02
A150,r3,0,sports,2025-08-25T15:03:28
A150,r4,1,sports,2025-08-25T15:03:50
A150,r5,1,sports,2025-08-25T15:04:18
A150,r6,0,sports,2025-08-25T15:04:25
A151,r1,1,health,2025-08-25T15:04:42
A151,r2,1,health,2025-08-25T15:05:19
A151,r3,0,health,2025-08-25T15:06:02
A151,r4,0,health,2025-08-25T15:06:24
A151,r5,1,health,2025-08-25T15:06:37
A151,r6,1,health,2025-08-25T15:06:54
A152,r1,1,health,2025-08-25T15:07:25
A152,r2,1,health,2025-08-25T15:07:52
A152,r3,0,health,2025-08-25T15:07:57
A152,r4,1,health,2025-08-25T15:08:02
A152,r5,1,health,2025-08-25T15:08:12
A152,r6,0,health,2025-08-25T15:08:33
A153,r1,1,sports,2025-08-25T15:08:50
A153,r2,1,sports,2025-08-25T15:09:16
A153,r3,0,sports,2025-08-25T15:09:40
A153,r4,1,sports,2025-08-25T15:10:22
A153,r5,1,sports,2025-08-25T15:10:49
A153,r6,1,sports,2025-08-25T15:11:18
A154,r1,1,finance,2025-08-25T15:11:39
A154,r2,0,finance,2025-08-25T15:11:52
A154,r3,0,finance,2025-08-25T15:12:09
A154,r4,0,finance,2025-08-25T15:12:19
A154,r5,0,finance,2025-08-25T15:12:47
A154,r6,0,finance,2025-08-25T15:12:54
A155,r1,0,sports,2025-08-25T15:13:19
A155,r2,1,sports,2025-08-25T15:13:45
A155,r3,1,sports,2025-08-25T15:14:00
A155,r4,1,sports,2025-08-25T15:14:39
A155,r5,1,sports,2025-08-25T15:15:18
A155,r6,1,sports,2025-08-25T15:15:29
A156,r1,0,finance,2025-08-25T15:15:50
A156,r2,1,finance,2025-08-25T15:16:18
A156,r3,0,finance,2025-08-25T15:16:59
A156,r4,0,finance,2025-08-25T15:17:26
A156,r5,0,finance,2025-08-25T15:17:59
A156,r6,0,finance,2025-08-25T15:18:07
A157,r1,0,sports,2025-08-25T15:18:17
A157,r2,1,sports,2025-08-25T15:18:54
A157,r3,1,sports,2025-08-25T15:19:20
A157,r4,0,sports,2025-08-25T15:19:56
A157,r5,1,sports,2025-08-25T15:20:08
A157,r6,0,sports,2025-08-25T15:20:18
A158,r1,1,finance,2025-08-25T15:20:43
A158,r2,1,finance,2025-08-25T15:20:48
A158,r3,0,finance,2025-08-25T15:21:29
A158,r4,0,finance,2025-08-25T15:21:38
A158,r5,0,finance,2025-08-25T15:22:16
A158,r6,0,finance,2025-08-25T15:22:32
A159,r1,1,health,2025-08-25T15:22:47
A159,r2,0,health,2025-08-25T15:22:57
A159,r3,0,health,2025-08-25T15:23:29
A159,r4,0,health,2025-08-25T15:24:02
A159,r5,1,health,2025-08-25T15:24:36
A159,r6,1,health,2025-08-25T15:24:44
A160,r1,1,health,2025-08-25T15:25:27
A160,r2,1,health,2025-08-25T15:25:53
A160,r3,0,health,2025-08-25T15:26:03
A160,r4,1,health,2025-08-25T15:26:20
A160,r5,1,health,2025-08-25T15:26:30
A160,r6,0,health,2025-08-25T15:26:43
A161,r1,0,sports,2025-08-25T15:27:06
A161,r2,1,sports,2025-08-25T15:27:20
A161,r3,0,sports,2025-08-25T15:27:46
A161,r4,1,sports,2025-08-25T15:27:55
A161,r5,1,sports,2025-08-25T15:28:19
A161,r6,1,sports,2025-08-25T15:28:54
A162,r1,0,health,2025-08-25T15:29:08
A162,r2,1,health,2025-08-25T15:29:16
A162,r3,1,health,2025-08-25T15:29:44
A162,r4,1,health,2025-08-25T15:30:07
A162,r5,1,health,2025-08-25T15:30:45
A162,r6,1,health,2025-08-25T15:31:24
A163,r1,0,sports,2025-08-25T15:31:43
A163,r2,1,sports,2025-08-25T15:31:58
A163,r3,0,sports,2025-08-25T15:32:39
A163,r4,1,sports,2025-08-25T15:32:44
A163,r5,1,sports,2025-08-25T15:33:15
A163,r6,1,sports,2025-08-25T15:33:50
A164,r1,0,sports,2025-08-25T15:34:07
A164,r2,0,sports,2025-08-25T15:34:37
A164,r3,0,sports,2025-08-25T15:35:14
A164,r4,0,sports,2025-08-25T15:35:44
A164,r5,1,sports,2025-08-25T15:35:56
A164,r6,1,sports,2025-08-25T15:36:07
A165,r1,0,finance,2025-08-25T15:36:17
A165,r2,0,finance,2025-08-25T15:36:31
A165,r3,0,finance,2025-08-25T15:37:02
A165,r4,0,finance,2025-08-25T15:37:14
A165,r5,1,finance,2025-08-25T15:37:21
A165,r6,0,finance,2025-08-25T15:37:58
A166,r1,0,sports,2025-08-25T15:38:03
A166,r2,1,sports,2025-08-25T15:38:32
A166,r3,1,sports,2025-08-25T15:38:46
A166,r4,0,sports,2025-08-25T15:39:17
A166,r5,1,sports,2025-08-25T15:39:40
A166,r6,1,sports,2025-08-25T15:40:03
A167,r1,0,health,2025-08-25T15:40:15
A167,r2,0,health,2025-08-25T15:40:54
A167,r3,1,health,2025-08-25T15:41:11
A167,r4,1,health,2025-08-25T15:41:31
A167,r5,0,health,2025-08-25T15:41:38
A167,r6,0,health,2025-08-25T15:42:21
A168,r1,0,health,2025-08-25T15:42:54
A168,r2,1,health,2025-08-25T15:43:24
A168,r3,1,health,2025-08-25T15:43:44
A168,r4,0,health,2025-08-25T15:44:17
A168,r5,1,health,2025-08-25T15:44:52
A168,r6,1,health,2025-08-25T15:45:23
A169,r1,1,sports,2025-08-25T15:46:00
A169,r2,1,sports,2025-08-25T15:46:18
A169,r3,1,sports,2025-08-25T15:46:33
A169,r4,1,sports,2025-08-25T15:46:43
A169,r5,1,sports,2025-08-25T15:47:09
A169,r6,1,sports,2025-08-25T15:47:17
A170,r1,0,health,2025-08-25T15:47:44
A170,r2,0,health,2025-08-25T15:47:51
A170,r3,1,health,2025-08-25T15:48:14
A170,r4,1,health,2025-08-25T15:48:58
A170,r5,1,health,2025-08-25T15:49:05
A170,r6,0,health,2025-08-25T15:49:38
A171,r1,1,sports,2025-08-25T15:49:55
A171,r2,1,sports,2025-08-25T15:50:14
A171,r3,1,sports,2025-08-25T15:50:53
A171,r4,0,sports,2025-08-25T15:51:00
A171,r5,0,sports,2025-08-25T15:51:42
A171,r6,1,sports,2025-08-25T15:51:52
A172,r1,0,finance,2025-08-25T15:51:59
A172,r2,1,finance,2025-08-25T15:52:11
A172,r3,0,finance,2025-08-25T15:52:22
A172,r4,0,finance,2025-08-25T15:52:55
A172,r5,1,finance,2025-08-25T15:53:29
A172,r6,1,finance,2025-08-25T15:53:48
A173,r1,0,sports,2025-08-25T15:54:25
A173,r2,1,sports,2025-08-25T15:54:49
A173,r3,1,sports,2025-08-25T15:54:59
A173,r4,1,sports,2025-08-25T15:55:38
A173,r5,0,sports,2025-08-25T15:55:52
A173,r6,1,sports,2025-08-25T15:56:19
A174,r1,1,health,2025-08-25T15:56:47
A174,r2,1,health,2025-08-25T15:56:55
A174,r3,0,health,2025-08-25T15:57:32
A174,r4,0,health,2025-08-25T15:58:13
A174,r5,0,health,2025-08-25T15:58:27
A174,r6,1,health,2025-08-25T15:58:34
A175,r1,1,sports,2025-08-25T15:59:17
A175,r2,1,sports,2025-08-25T15:59:53
A175,r3,0,sports,2025-08-25T16:00:22
A175,r4,1,sports,2025-08-25T16:00:27
A175,r5,1,sports,2025-08-25T16:00:33
A175,r6,1,sports,2025-08-25T16:01:08
A176,r1,0,sports,2025-08-25T16:01:31
A176,r2,1,sports,2025-08-25T16:01:43
A176,r3,1,sports,2025-08-25T16:01:53
A176,r4,1,sports,2025-08-25T16:02:18
A176,r5,1,sports,2025-08-25T16:02:32
A176,r6,1,sports,2025-08-25T16:02:48
A177,r1,0,finance,2025-08-25T16:03:21
A177,r2,1,finance,2025-08-25T16:04:02
A177,r3,0,finance,2025-08-25T16:04:18
A177,r4,0,finance,2025-08-25T16:04:55
A177,r5,0,finance,2025-08-25T16:05:16
A177,r6,1,finance,2025-08-25T16:05:31
A178,r1,0,health,2025-08-25T16:06:08
A178,r2,1,health,2025-08-25T16:06:25
A178,r3,1,health,2025-08-25T16:06:41
A178,r4,1,health,2025-08-25T16:06:48
A178,r5,1,health,2025-08-25T16:07:32
A178,r6,0,health,2025-08-25T16:08:07
A179,r1,0,health,2025-08-25T16:08:18
A179,r2,0,health,2025-08-25T16:08:48
A179,r3,0,health,2025-08-25T16:09:09
A179,r4,1,health,2025-08-25T16:09:35
A179,r5,1,health,2025-08-25T16:09:41
A179,r6,1,health,2025-08-25T16:09:57
A180,r1,0,health,2025-08-25T16:10:07
A180,r2,1,health,2025-08-25T16:10:28
A180,r3,1,health,2025-08-25T16:11:02
A180,r4,1,health,2025-08-25T16:11:30
A180,r5,0,health,2025-08-25T16:12:13
A180,r6,0,health,2025-08-25T16:12:37
A181,r1,0,health,2025-08-25T16:12:59
A181,r2,0,health,2025-08-25T16:13:14
A181,r3,1,health,2025-08-25T16:13:27
A181,r4,1,health,2025-08-25T16:13:33
A181,r5,0,health,2025-08-25T16:13:59
A181,r6,1,health,2025-08-25T16:14:25
A182,r1,1,health,2025-08-25T16:15:04
A182,r2,1,health,2025-08-25T16:15:13
A182,r3,1,health,2025-08-25T16:15:49
A182,r4,0,health,2025-08-25T16:16:22
A182,r5,0,health,2025-08-25T16:16:30
A182,r6,1,health,2025-08-25T16:17:08
A183,r1,0,finance,2025-08-25T16:17:40
A183,r2,1,finance,2025-08-25T16:17:46
A183,r3,0,finance,2025-08-25T16:18:13
A183,r4,1,finance,2025-08-25T16:18:53
A183,r5,1,finance,2025-08-25T16:19:12
A183,r6,1,finance,2025-08-25T16:19:23
A184,r1,1,sports,2025-08-25T16:19:33
A184,r2,1,sports,2025-08-25T16:20:01
A184,r3,1,sports,2025-08-25T16:20:41
A184,r4,1,sports,2025-08-25T16:20:47
A184,r5,1,sports,2025-08-25T16:21:29
A184,r6,1,sports,2025-08-25T16:21:53
A185,r1,1,health,2025-08-25T16:22:09
A185,r2,1,health,2025-08-25T16:22:37
A185,r3,1,health,2025-08-25T16:22:55
A185,r4,1,health,2025-08-25T16:23:25
A185,r5,1,health,2025-08-25T16:24:04
A185,r6,1,health,2025-08-25T16:24:43
A186,r1,0,finance,2025-08-25T16:25:14
A186,r2,1,finance,2025-08-25T16:25:55
A186,r3,0,finance,2025-08-25T16:26:19
A186,r4,0,finance,2025-08-25T16:27:00
A186,r5,0,finance,2025-08-25T16:27:42
A186,r6,1,finance,2025-08-25T16:28:24
A187,r1,1,sports,2025-08-25T16:28:38
A187,r2,1,sports,2025-08-25T16:29:21
A187,r3,0,sports,2025-08-25T16:29:55
A187,r4,1,sports,2025-08-25T16:30:04
A187,r5,1,sports,2025-08-25T16:30:26
A187,r6,0,sports,2025-08-25T16:30:51
A188,r1,0,sports,2025-08-25T16:31:10
A188,r2,1,sports,2025-08-25T16:31:25
A188,r3,0,sports,2025-08-25T16:31:51
A188,r4,1,sports,2025-08-25T16:32:16
A188,r5,1,sports,2025-08-25T16:32:23
A188,r6,1,sports,2025-08-25T16:32:59
A189,r1,0,health,2025-08-25T16:33:14
A189,r2,1,health,2025-08-25T16:33:45
A189,r3,0,health,2025-08-25T16:34:24
A189,r4,0,health,2025-08-25T16:35:04
A189,r5,1,health,2025-08-25T16:35:45
A189,r6,1,health,2025-08-25T16:36:29
A190,r1,1,sports,2025-08-25T16:36:51
A190,r2,1,sports,2025-08-25T16:37:08
A190,r3,1,sports,2025-08-25T16:37:14
A190,r4,1,sports,2025-08-25T16:37:20
A190,r5,1,sports,2025-08-25T16:37:52
A190,r6,1,sports,2025-08-25T16:38:27
A191,r1,0,health,2025-08-25T16:38:57
A191,r2,1,health,2025-08-25T16:39:02
A191,r3,0,health,2025-08-25T16:39:14
A191,r4,1,health,2025-08-25T16:39:55
A191,r5,1,health,2025-08-25T16:40:13
A191,r6,1,health,2025-08-25T16:40:18
A192,r1,0,sports,2025-08-25T16:40:38
A192,r2,1,sports,2025-08-25T16:40:55
A192,r3,1,sports,2025-08-25T16:41:31
A192,r4,1,sports,2025-08-25T16:41:58
A192,r5,1,sports,2025-08-25T16:42:20
A192,r6,0,sports,2025-08-25T16:43:01
A193,r1,1,sports,2025-08-25T16:43:09
A193,r2,1,sports,2025-08-25T16:43:47
A193,r3,0,sports,2025-08-25T16:44:04
A193,r4,1,sports,2025-08-25T16:44:38
A193,r5,0,sports,2025-08-25T16:45:21
A193,r6,1,sports,2025-08-25T16:46:00
A194,r1,0,health,2025-08-25T16:46:34
A194,r2,1,health,2025-08-25T16:47:09
A194,r3,1,health,2025-08-25T16:47:29
A194,r4,0,health,2025-08-25T16:47:34
A194,r5,1,health,2025-08-25T16:47:56
A194,r6,0,health,2025-08-25T16:48:33
A195,r1,0,sports,2025-08-25T16:48:42
A195,r2,0,sports,2025-08-25T16:49:26
A195,r3,0,sports,2025-08-25T16:50:04
A195,r4,1,sports,2025-08-25T16:50:15
A195,r5,1,sports,2025-08-25T16:50:53
A195,r6,1,sports,2025-08-25T16:51:02
A196,r1,1,sports,2025-08-25T16:51:44
A196,r2,1,sports,2025-08-25T16:51:55
A196,r3,0,sports,2025-08-25T16:52:01
A196,r4,1,sports,2025-08-25T16:52:24
A196,r5,0,sports,2025-08-25T16:52:57
A196,r6,1,sports,2025-08-25T16:53:25
A197,r1,0,finance,2025-08-25T16:53:51
A197,r2,1,finance,2025-08-25T16:54:31
